Date,DayOfWeek,DayType,TotalOrders,Beef Bulalo,Pancit Bihon Guisado,Crispy Chicharon Bulaklak,Crispy Dinakdakan,Crispy Sisig Barkada,Calamares,Pancit Canton Guisado,Shanghai,Garlic Butter Bangus,Crispy Bagnet,CM1 Egg + Rice + Hungarian + Sisig,CM2 Egg + Rice + Nuggets + Sisig,CM3 Egg + Rice + Shanghai + Sisig,CM4 Egg + Rice + Bagnet + Nuggets,CM5 Egg + Rice + Bagnet + Sisig,CM6 Egg + Rice + Hotdog + Sisig,CM7 Egg + Rice + Bagnet + Hotdog,CM8 Egg + Rice + Bagnet + Hungarian,Sisilog,Bagnetsilog,Hungarian Silog,Shanghaisilog,Nuggets Silog,Hotsilog,Siomaisilog,Siomairice,Dinakdakansilog,Chicksilog,Bangsilog,Porksilog,4 in 1,Double Cheese,Shawarma,Hawaiian,Beefy Mushroom,Ham and Cheese,Bacon,Pepperoni,Sarap,exported_at
2025-06-30,Monday,Weekday,178,6,3,6,2,0,7,11,0,6,3,5,3,3,3,7,6,3,5,14,0,2,8,5,13,0,10,9,7,4,0,3,2,3,6,5,3,5,0,0,2026-06-19 12:57:02
2025-07-01,Tuesday,Weekday,363,3,12,15,8,29,1,36,23,8,0,5,2,11,3,6,3,1,3,0,14,4,12,11,0,4,8,26,4,7,19,13,23,5,1,16,2,6,9,10,2026-06-19 12:57:02
2025-07-02,Wednesday,Weekday,253,7,1,24,1,0,7,17,5,7,9,0,8,4,17,1,3,4,4,3,3,1,11,4,5,5,7,9,7,1,6,1,6,4,0,11,2,16,1,31,2026-06-19 12:57:02
2025-07-03,Thursday,Weekday,240,4,2,0,0,0,2,3,1,4,4,6,2,19,6,8,0,5,3,20,16,7,11,8,0,9,2,9,0,3,6,2,8,5,25,3,12,14,2,9,2026-06-19 12:57:02
2025-07-04,Friday,Weekday,281,4,1,0,11,3,0,6,3,12,2,2,5,5,15,7,23,2,6,8,12,34,3,4,17,2,0,5,2,5,36,2,9,1,3,2,9,2,10,8,2026-06-19 12:57:02
2025-07-05,Saturday,Weekend,335,4,0,0,8,27,6,4,18,2,6,9,3,54,6,1,2,7,7,36,8,11,2,1,8,19,9,4,8,7,2,10,6,4,7,2,7,9,2,9,2026-06-19 12:57:02
2025-07-06,Sunday,Weekend,381,6,20,22,8,3,10,6,10,1,14,4,5,41,6,10,11,1,14,3,16,9,3,5,14,9,12,2,17,3,10,1,3,9,4,25,17,22,5,0,2026-06-19 12:57:02
2025-07-07,Monday,Weekday,272,3,2,4,9,12,0,10,5,5,3,4,8,11,4,9,1,12,6,8,5,1,4,4,4,1,11,0,14,1,25,22,3,20,10,0,25,0,1,5,2026-06-19 12:57:02
2025-07-08,Tuesday,Weekday,205,0,1,14,22,9,2,8,0,12,2,7,5,12,8,9,3,6,5,1,3,1,9,0,17,3,1,11,0,3,6,1,2,5,9,0,2,2,2,2,2026-06-19 12:57:02
2025-07-09,Wednesday,Weekday,270,5,8,21,4,2,9,0,9,4,7,4,3,18,29,9,9,0,11,8,0,2,1,2,8,25,14,7,5,4,10,5,1,7,5,0,0,3,6,5,2026-06-19 12:57:02
2025-07-10,Thursday,Weekday,268,0,1,0,20,5,0,7,1,6,2,32,25,7,8,4,24,3,1,1,1,6,1,7,4,16,8,8,7,15,0,0,9,12,4,3,4,1,13,2,2026-06-19 12:57:02
2025-07-11,Friday,Weekday,303,9,14,0,0,5,11,4,0,4,0,1,4,1,11,4,12,8,23,0,1,18,17,1,1,17,1,19,38,1,18,4,13,4,0,9,3,23,4,0,2026-06-19 12:57:02
2025-07-12,Saturday,Weekend,509,3,18,4,19,3,6,25,0,3,37,9,16,18,8,20,12,13,1,35,17,5,12,5,15,59,0,35,1,7,8,3,8,20,3,1,16,17,25,2,2026-06-19 12:57:02
2025-07-13,Sunday,Weekend,378,13,4,2,29,3,8,12,4,9,10,2,10,21,5,51,5,6,7,2,18,13,17,8,17,8,6,22,5,5,2,19,2,2,1,5,4,10,3,8,2026-06-19 12:57:02
2025-07-14,Monday,Weekday,208,0,1,13,2,3,14,1,1,2,2,1,14,1,1,13,3,1,6,0,5,7,26,2,11,1,3,1,5,4,25,12,6,1,5,10,0,4,0,1,2026-06-19 12:57:02
2025-07-15,Tuesday,Weekday,393,0,31,0,2,62,7,16,5,10,0,7,10,8,6,16,7,12,3,21,4,6,4,26,25,3,14,3,0,24,3,1,8,18,3,3,0,0,1,24,2026-06-19 12:57:02
2025-07-16,Wednesday,Weekday,181,0,3,17,5,0,5,12,2,2,3,4,3,7,6,3,8,1,8,6,7,0,6,5,4,2,0,2,4,3,5,2,2,3,5,5,19,8,0,4,2026-06-19 12:57:02
2025-07-17,Thursday,Weekday,218,3,2,20,4,13,15,1,0,3,0,1,24,18,7,8,1,4,1,3,3,5,0,0,6,7,3,1,14,0,8,1,5,6,8,3,0,9,3,8,2026-06-19 12:57:02
2025-07-18,Friday,Weekday,440,9,6,69,5,15,10,8,8,14,13,5,10,0,0,0,6,17,10,36,0,13,3,0,17,2,3,5,13,10,2,3,0,3,16,22,43,16,16,12,2026-06-19 12:57:02
2025-07-19,Saturday,Weekend,726,44,26,8,5,23,13,13,20,21,2,6,28,17,5,36,4,8,6,33,20,11,41,44,20,42,24,16,11,5,3,20,1,7,4,9,9,32,44,45,2026-06-19 12:57:02
2025-07-20,Sunday,Weekend,470,7,33,4,6,3,21,2,9,19,15,1,11,16,2,15,25,53,7,0,6,11,22,31,26,12,11,0,4,25,13,7,1,4,6,25,1,2,10,4,2026-06-19 12:57:02
2025-07-21,Monday,Weekday,180,1,1,3,5,16,3,5,1,5,7,1,5,1,4,5,5,10,13,7,9,0,3,0,1,2,8,3,4,2,4,6,1,9,1,11,0,3,13,2,2026-06-19 12:57:02
2025-07-22,Tuesday,Weekday,217,3,5,2,0,2,1,12,11,3,11,1,2,8,3,0,6,30,3,2,3,6,6,13,10,9,6,3,6,6,1,3,1,11,2,8,4,8,1,5,2026-06-19 12:57:02
2025-07-23,Wednesday,Weekday,217,1,3,1,5,16,7,0,4,11,8,0,3,5,1,7,6,1,5,11,2,1,6,0,10,18,22,3,6,13,1,0,2,10,3,6,10,5,0,4,2026-06-19 12:57:02
2025-07-24,Thursday,Weekday,186,5,5,6,4,13,2,4,6,6,5,0,2,0,1,4,6,4,0,1,4,5,9,12,10,2,5,2,0,0,1,0,5,1,6,10,25,10,4,1,2026-06-19 12:57:02
2025-07-25,Friday,Weekday,267,6,9,13,18,14,4,16,18,3,8,9,3,9,0,3,3,9,0,0,13,1,2,9,4,10,3,8,4,17,2,3,17,8,6,2,6,2,1,4,2026-06-19 12:57:02
2025-07-26,Saturday,Weekend,457,48,3,4,4,31,8,6,24,4,8,1,1,3,5,10,0,3,2,4,2,2,48,13,19,20,13,17,10,9,37,2,3,1,21,7,45,6,6,7,2026-06-19 12:57:02
2025-07-27,Sunday,Weekend,190,4,7,3,6,3,3,5,12,12,5,0,10,0,3,0,3,5,2,12,6,5,3,0,7,7,4,3,5,7,8,5,12,5,0,5,6,0,2,5,2026-06-19 12:57:02
2025-07-28,Monday,Weekday,291,11,16,17,1,10,6,3,3,1,3,15,1,1,2,11,1,0,3,3,2,12,0,0,1,17,1,40,15,5,11,5,5,7,7,0,15,10,3,27,2026-06-19 12:57:02
2025-07-29,Tuesday,Weekday,244,1,13,6,6,17,8,3,6,0,4,14,1,0,4,3,3,4,5,3,4,25,20,9,1,3,11,3,16,3,10,0,2,5,9,5,2,11,4,0,2026-06-19 12:57:02
2025-07-30,Wednesday,Weekday,285,5,8,5,20,8,7,2,7,1,2,3,0,2,6,2,1,29,6,5,3,7,8,6,5,9,25,18,2,9,0,7,4,6,8,13,16,0,8,12,2026-06-19 12:57:02
2025-07-31,Thursday,Weekday,250,1,2,9,4,12,3,21,17,1,4,3,0,2,8,11,14,0,10,5,1,4,10,2,32,6,4,1,0,6,5,4,3,8,2,5,10,1,13,6,2026-06-19 12:57:02
2025-08-01,Friday,Weekday,222,0,8,14,7,5,22,2,4,2,3,13,8,8,3,13,2,0,6,3,2,13,5,18,4,0,0,13,0,6,2,4,2,0,7,2,5,8,6,2,2026-06-19 12:57:02
2025-08-02,Saturday,Weekend,393,9,18,9,9,24,12,4,41,0,49,2,5,16,3,2,9,8,0,5,5,3,7,1,3,10,18,7,1,9,19,5,5,33,6,13,12,2,2,7,2026-06-19 12:57:02
2025-08-03,Sunday,Weekend,502,12,6,0,33,51,8,22,3,12,15,15,13,12,5,1,42,0,6,9,6,13,10,6,1,3,8,31,1,18,24,4,16,14,16,39,11,4,11,1,2026-06-19 12:57:02
2025-08-04,Monday,Weekday,227,2,11,3,2,2,1,1,8,18,6,0,9,9,13,4,3,4,0,4,6,5,5,7,4,0,11,4,6,1,11,2,5,12,11,4,2,15,16,0,2026-06-19 12:57:02
2025-08-05,Tuesday,Weekday,218,3,3,0,2,8,14,0,16,14,15,2,3,2,15,5,0,2,3,19,5,8,0,12,6,14,3,7,3,2,2,0,4,6,1,3,5,6,1,4,2026-06-19 12:57:02
2025-08-06,Wednesday,Weekday,273,4,4,7,2,32,21,9,3,9,12,5,3,2,2,9,18,4,2,0,6,3,3,3,12,9,25,10,2,14,2,7,0,0,5,2,5,3,12,2,2026-06-19 12:57:02
2025-08-07,Thursday,Weekday,224,4,6,4,9,12,16,2,3,6,0,0,1,8,0,6,1,5,2,0,1,1,1,2,16,5,11,18,4,1,14,5,13,5,6,12,10,4,3,7,2026-06-19 12:57:02
2025-08-08,Friday,Weekday,171,6,2,3,5,0,1,1,11,2,6,9,2,1,16,7,1,10,8,10,2,4,7,2,0,2,6,2,0,7,3,1,6,3,6,0,0,4,14,1,2026-06-19 12:57:02
2025-08-09,Saturday,Weekend,535,14,2,5,1,51,5,5,19,3,6,1,49,4,65,2,0,30,12,5,9,4,14,13,1,36,8,2,6,27,8,9,35,14,14,4,16,7,28,1,2026-06-19 12:57:02
2025-08-10,Sunday,Weekend,512,5,1,6,1,34,27,13,1,5,52,1,10,6,71,4,0,13,5,15,1,9,4,8,19,43,16,16,10,1,15,1,4,12,11,4,23,26,7,12,2026-06-19 12:57:02
2025-08-11,Monday,Weekday,181,2,12,1,8,18,4,7,2,10,8,1,0,3,7,6,8,1,2,4,4,2,4,3,3,4,3,1,9,1,5,1,3,7,0,16,0,0,7,4,2026-06-19 12:57:02
2025-08-12,Tuesday,Weekday,222,1,11,6,0,15,2,1,8,8,7,11,9,1,9,3,3,14,8,1,5,4,0,12,8,7,5,1,9,3,0,17,9,4,0,2,4,4,5,5,2026-06-19 12:57:02
2025-08-13,Wednesday,Weekday,283,2,7,9,8,33,10,1,16,1,37,8,6,1,1,1,15,3,6,15,1,8,2,1,12,6,0,5,10,0,4,8,9,9,1,5,11,1,4,6,2026-06-19 12:57:02
2025-08-14,Thursday,Weekday,432,9,0,2,7,14,11,2,0,10,28,15,7,28,4,8,0,22,6,5,0,5,0,3,28,2,7,2,14,8,2,12,13,21,0,5,100,14,11,7,2026-06-19 12:57:02
2025-08-15,Friday,Weekday,348,10,11,0,9,19,0,2,2,15,15,7,11,4,16,2,8,2,0,2,4,14,6,2,36,2,31,20,7,0,8,11,3,2,10,7,3,25,19,3,2026-06-19 12:57:02
2025-08-16,Saturday,Weekend,566,0,12,7,1,60,81,7,22,1,14,1,1,17,31,11,12,7,26,8,1,3,3,12,1,35,42,5,15,12,65,1,15,7,11,5,4,4,1,5,2026-06-19 12:57:02
2025-08-17,Sunday,Weekend,594,18,16,12,0,3,28,5,43,34,5,37,16,16,32,8,18,17,22,15,1,6,52,4,9,6,2,3,5,8,32,9,14,7,30,16,2,9,19,15,2026-06-19 12:57:02
2025-08-18,Monday,Weekday,225,8,1,14,1,0,2,0,4,10,13,4,3,19,4,11,10,1,0,3,7,7,4,1,0,12,3,4,10,9,5,2,4,1,3,0,8,25,11,1,2026-06-19 12:57:02
2025-08-19,Tuesday,Weekday,361,7,3,4,7,29,0,7,10,4,3,11,15,14,6,4,4,0,3,21,0,0,1,8,7,2,3,35,32,23,4,6,13,4,9,14,15,9,5,19,2026-06-19 12:57:02
2025-08-20,Wednesday,Weekday,142,5,4,2,6,19,3,2,5,3,11,5,5,4,0,2,0,3,4,2,0,2,0,5,6,6,0,0,8,1,5,3,2,2,1,9,3,1,2,1,2026-06-19 12:57:02
2025-08-21,Thursday,Weekday,238,5,4,0,0,2,1,3,12,0,2,3,5,10,18,4,1,1,3,13,8,1,12,14,14,3,1,1,4,4,13,2,6,11,2,2,11,11,21,10,2026-06-19 12:57:02
2025-08-22,Friday,Weekday,268,11,5,1,12,31,3,3,5,29,0,11,13,12,7,21,2,4,4,0,4,2,10,4,11,3,2,2,2,2,2,6,3,2,0,19,3,2,4,11,2026-06-19 12:57:02
2025-08-23,Saturday,Weekend,328,6,3,10,10,1,3,39,7,6,3,20,2,1,6,6,46,2,7,3,11,5,10,5,8,6,4,7,6,17,7,21,3,1,4,2,7,2,15,6,2026-06-19 12:57:02
2025-08-24,Sunday,Weekend,433,5,12,1,17,10,1,15,6,8,28,21,19,5,13,2,16,4,5,18,14,29,4,1,23,7,19,12,17,9,14,1,28,2,0,6,17,12,3,9,2026-06-19 12:57:02
2025-08-25,Monday,Weekday,185,9,4,3,5,21,11,0,1,0,6,3,4,8,2,1,3,0,11,3,6,2,7,5,1,6,1,5,7,4,8,2,0,0,2,3,7,9,10,5,2026-06-19 12:57:02
2025-08-26,Tuesday,Weekday,273,4,1,5,3,11,11,5,0,21,5,18,12,5,0,23,7,2,6,8,1,0,1,0,0,1,1,2,21,6,5,6,0,18,5,4,24,9,2,20,2026-06-19 12:57:02
2025-08-27,Wednesday,Weekday,245,9,15,0,17,7,5,1,1,0,5,1,0,20,10,5,8,6,1,7,7,1,3,3,5,1,8,3,7,18,13,7,1,8,6,9,17,4,5,1,2026-06-19 12:57:02
2025-08-28,Thursday,Weekday,238,2,3,3,4,9,3,16,7,25,9,4,3,7,6,6,7,11,1,4,5,1,21,11,1,3,7,0,3,3,8,7,3,7,11,4,2,7,1,3,2026-06-19 12:57:02
2025-08-29,Friday,Weekday,256,0,4,3,6,0,4,8,0,9,2,7,3,3,2,1,0,13,7,23,8,13,4,0,13,0,5,11,4,1,4,25,45,7,12,0,3,3,0,3,2026-06-19 12:57:02
2025-08-30,Saturday,Weekend,497,2,10,0,5,56,4,1,5,31,19,13,0,12,5,7,16,31,4,28,1,7,4,40,3,14,4,14,9,1,27,19,4,11,6,25,30,1,26,2,2026-06-19 12:57:02
2025-08-31,Sunday,Weekend,447,1,13,2,1,11,19,2,7,5,9,14,6,20,11,6,7,17,10,27,37,16,50,10,0,10,3,5,8,4,6,5,4,2,16,7,32,25,13,6,2026-06-19 12:57:02
2025-09-01,Monday,Weekday,300,14,3,13,6,15,12,9,12,1,13,7,4,6,4,4,13,10,0,0,10,19,0,5,21,0,3,23,2,9,6,1,0,5,11,2,15,10,4,8,2026-06-19 12:57:02
2025-09-02,Tuesday,Weekday,246,0,1,5,4,5,7,5,6,11,41,3,3,7,1,5,4,22,18,10,3,5,1,11,8,9,1,3,5,0,3,0,13,5,4,1,4,1,4,7,2026-06-19 12:57:02
2025-09-03,Wednesday,Weekday,170,1,0,1,7,16,6,3,0,7,0,2,2,2,2,8,1,8,8,3,0,4,9,2,8,6,18,9,1,2,0,0,5,9,13,1,1,3,1,1,2026-06-19 12:57:02
2025-09-04,Thursday,Weekday,316,10,8,17,4,6,7,3,10,0,16,10,1,10,1,5,8,9,25,1,4,16,6,15,2,12,13,14,13,1,3,1,1,3,18,5,17,20,0,1,2026-06-19 12:57:02
2025-09-05,Friday,Weekday,309,3,7,2,12,0,1,4,6,17,36,16,0,8,4,2,5,3,3,0,26,8,2,17,22,14,8,3,4,5,23,8,2,6,7,12,0,9,3,1,2026-06-19 12:57:02
2025-09-06,Saturday,Weekend,294,8,2,9,2,38,9,2,9,1,9,1,2,24,1,5,1,6,2,2,3,2,18,14,11,1,1,5,22,6,2,9,1,11,18,25,1,5,5,1,2026-06-19 12:57:02
2025-09-07,Sunday,Weekend,380,6,8,4,4,2,24,18,16,0,13,2,11,10,18,3,0,25,22,6,1,6,8,13,12,1,11,1,1,5,1,13,5,8,7,37,33,20,3,2,2026-06-19 12:57:02
2025-09-08,Monday,Weekday,224,7,5,1,1,7,7,7,11,6,5,6,30,0,6,3,1,5,9,5,0,6,1,2,2,16,0,3,5,6,12,7,8,1,16,3,0,8,5,1,2026-06-19 12:57:02
2025-09-09,Tuesday,Weekday,264,20,4,4,3,2,19,8,6,7,17,9,1,7,7,25,10,3,1,6,8,1,8,14,2,8,0,0,0,6,23,7,1,0,6,0,16,1,2,2,2026-06-19 12:57:02
2025-09-10,Wednesday,Weekday,327,12,1,2,6,9,19,1,0,6,3,4,1,18,4,14,26,27,5,37,9,2,20,6,1,14,9,17,13,3,1,9,6,0,1,2,10,0,1,8,2026-06-19 12:57:02
2025-09-11,Thursday,Weekday,215,2,2,15,7,4,9,1,5,3,11,2,1,5,9,5,7,3,8,5,2,12,11,17,5,7,12,0,14,1,0,1,4,0,0,6,5,11,1,2,2026-06-19 12:57:02
2025-09-12,Friday,Weekday,359,1,8,4,4,8,16,3,6,3,3,3,6,7,18,24,7,3,15,13,14,0,14,20,8,12,15,7,16,15,21,18,5,0,0,25,6,5,5,1,2026-06-19 12:57:02
2025-09-13,Saturday,Weekend,259,5,9,3,10,11,3,3,14,4,5,5,20,4,8,4,1,1,1,0,6,1,13,27,5,5,3,6,6,3,3,5,4,8,17,11,4,10,3,8,2026-06-19 12:57:02
2025-09-14,Sunday,Weekend,315,17,3,2,6,2,10,14,5,6,11,1,11,7,10,10,13,1,15,9,13,3,2,20,5,9,7,8,1,4,1,6,18,4,12,3,28,5,4,9,2026-06-19 12:57:02
2025-09-15,Monday,Weekday,295,7,4,0,1,25,23,1,9,0,6,5,11,0,14,2,17,9,3,15,1,1,0,4,1,4,0,2,23,16,1,9,7,2,3,23,17,16,5,8,2026-06-19 12:57:02
2025-09-16,Tuesday,Weekday,304,7,8,12,1,13,7,0,4,18,28,11,3,4,1,8,12,18,13,0,1,16,15,6,4,5,7,1,4,7,2,43,1,5,5,4,2,5,0,3,2026-06-19 12:57:02
2025-09-17,Wednesday,Weekday,212,4,1,18,9,2,19,3,3,1,15,6,0,0,6,8,17,5,7,10,8,3,1,6,10,1,5,4,1,2,3,3,3,5,1,6,0,3,5,8,2026-06-19 12:57:02
2025-09-18,Thursday,Weekday,161,5,1,2,1,7,1,5,5,6,25,8,4,9,1,0,3,12,5,1,4,0,3,1,0,1,6,2,0,2,7,9,7,0,1,1,2,5,1,8,2026-06-19 12:57:02
2025-09-19,Friday,Weekday,191,9,2,6,5,9,9,1,7,1,4,5,0,1,1,2,5,29,2,1,4,1,0,5,11,11,1,1,5,2,7,4,0,2,11,4,12,4,6,1,2026-06-19 12:57:02
2025-09-20,Saturday,Weekend,301,12,15,1,2,9,7,10,14,12,11,9,0,1,7,13,17,14,7,4,5,0,10,1,1,10,0,9,10,13,1,0,13,3,19,3,13,1,5,19,2026-06-19 12:57:02
2025-09-21,Sunday,Weekend,396,10,9,4,30,17,1,0,0,1,38,6,4,5,6,3,1,1,9,5,25,7,9,26,8,8,5,12,6,9,6,6,13,5,3,8,43,12,3,32,2026-06-19 12:57:02
2025-09-22,Monday,Weekday,220,3,17,1,43,0,5,7,8,8,6,0,3,5,5,1,1,4,7,12,0,11,15,0,4,5,4,5,4,1,0,1,7,1,8,2,3,11,1,1,2026-06-19 12:57:02
2025-09-23,Tuesday,Weekday,141,13,2,1,1,10,3,0,7,1,24,1,3,1,1,1,1,1,1,11,0,2,3,3,4,4,9,4,5,3,3,2,1,1,1,1,3,1,2,6,2026-06-19 12:57:02
2025-09-24,Wednesday,Weekday,188,3,2,2,8,21,7,1,2,18,2,1,1,16,2,12,0,6,0,1,5,3,5,15,0,1,4,8,7,2,6,1,0,3,5,2,4,2,3,7,2026-06-19 12:57:02
2025-09-25,Thursday,Weekday,183,3,1,8,6,9,8,2,3,3,4,7,5,7,8,1,5,5,8,2,3,0,9,3,3,0,4,0,10,8,1,3,3,5,5,20,3,0,3,5,2026-06-19 12:57:02
2025-09-26,Friday,Weekday,251,2,3,9,11,2,11,1,1,3,22,7,3,1,10,6,34,11,0,8,1,21,0,1,5,0,2,4,5,5,14,3,19,1,1,6,2,2,11,3,2026-06-19 12:57:02
2025-09-27,Saturday,Weekend,369,2,10,1,8,1,2,1,24,0,10,3,5,6,5,11,26,3,0,25,37,7,6,2,6,4,43,2,5,8,4,4,36,6,18,0,1,27,1,9,2026-06-19 12:57:02
2025-09-28,Sunday,Weekend,354,4,3,11,13,42,2,14,4,11,2,7,2,4,13,3,12,7,1,6,23,47,4,1,2,15,9,3,5,17,5,10,3,11,5,8,11,6,5,3,2026-06-19 12:57:02
2025-09-29,Monday,Weekday,192,19,8,4,0,2,8,9,1,6,5,1,3,6,0,1,0,10,3,4,6,22,1,1,1,11,3,7,1,4,1,2,1,3,6,14,2,6,9,1,2026-06-19 12:57:02
2025-09-30,Tuesday,Weekday,136,3,3,1,1,1,3,1,2,5,3,0,1,37,1,1,1,1,4,10,4,2,2,0,0,7,3,0,2,2,5,2,5,3,0,11,1,2,5,1,2026-06-19 12:57:02
2025-10-01,Wednesday,Weekday,305,5,9,7,1,11,8,3,5,31,33,5,0,8,1,7,4,9,4,19,1,0,10,4,3,19,6,8,0,7,3,3,8,5,28,10,13,5,2,0,2026-06-19 12:57:02
2025-10-02,Thursday,Weekday,246,1,1,17,2,10,4,5,4,1,17,12,5,12,0,0,5,9,1,5,0,24,8,2,21,0,2,0,2,1,1,12,2,2,5,6,33,5,6,3,2026-06-19 12:57:02
2025-10-03,Friday,Weekday,265,0,3,3,4,10,3,16,22,4,5,3,3,20,0,3,2,5,2,9,3,14,23,7,5,2,15,8,2,3,0,5,0,5,6,2,25,8,2,13,2026-06-19 12:57:02
2025-10-04,Saturday,Weekend,506,18,14,2,8,46,10,14,42,0,0,30,0,5,38,16,15,14,4,10,14,4,20,5,1,2,7,34,7,1,2,7,2,1,15,18,33,28,5,14,2026-06-19 12:57:02
2025-10-05,Sunday,Weekend,323,6,0,6,1,2,1,33,18,6,4,1,6,9,15,1,6,42,2,4,3,2,18,12,5,4,15,1,2,22,14,9,9,3,23,7,4,6,0,1,2026-06-19 12:57:02
2025-10-06,Monday,Weekday,195,2,1,0,2,2,0,1,2,5,11,4,1,21,6,9,11,2,8,6,3,8,13,3,0,4,1,1,4,2,21,6,5,0,1,12,5,0,10,2,2026-06-19 12:57:02
2025-10-07,Tuesday,Weekday,213,3,18,0,7,25,0,12,2,11,4,23,6,4,9,2,1,1,2,5,8,4,2,8,1,5,0,1,4,0,1,4,3,4,17,5,5,2,4,0,2026-06-19 12:57:02
2025-10-08,Wednesday,Weekday,194,5,1,1,6,10,3,3,5,8,0,4,0,3,4,0,5,15,7,9,7,13,1,4,6,13,2,0,25,0,1,3,3,9,3,4,2,6,2,1,2026-06-19 12:57:02
2025-10-09,Thursday,Weekday,283,15,0,7,16,2,1,4,1,11,5,24,13,16,0,1,1,6,0,13,5,5,5,4,1,1,5,6,1,13,12,1,5,2,1,11,42,7,15,5,2026-06-19 12:57:02
2025-10-10,Friday,Weekday,317,8,6,4,2,10,5,5,8,2,6,4,2,21,9,0,13,8,6,38,6,19,19,0,0,6,13,12,14,6,11,9,4,1,7,11,10,2,1,9,2026-06-19 12:57:02
2025-10-11,Saturday,Weekend,329,21,17,4,19,0,11,5,11,0,21,8,2,4,2,4,4,6,13,29,3,1,3,1,14,5,8,1,11,29,5,21,0,0,18,11,3,3,4,7,2026-06-19 12:57:02
2025-10-12,Sunday,Weekend,373,16,1,11,8,14,5,8,2,6,3,1,4,0,9,1,7,39,0,4,13,2,9,3,3,22,3,5,3,4,3,2,9,14,6,10,24,74,6,19,2026-06-19 12:57:02
2025-10-13,Monday,Weekday,286,2,10,7,17,8,8,5,16,39,3,5,0,1,22,6,4,8,6,1,1,7,1,2,4,16,0,12,7,0,6,3,12,16,1,13,6,3,1,7,2026-06-19 12:57:02
2025-10-14,Tuesday,Weekday,366,4,7,16,14,24,2,9,25,0,19,3,11,12,22,5,17,0,4,6,7,6,37,0,3,32,5,9,0,3,0,2,6,10,16,3,5,11,0,11,2026-06-19 12:57:02
2025-10-15,Wednesday,Weekday,235,4,17,2,1,5,1,7,20,0,2,1,4,4,9,10,7,5,10,3,0,1,0,3,3,0,9,6,2,9,7,1,19,1,9,23,10,8,11,1,2026-06-19 12:57:02
2025-10-16,Thursday,Weekday,235,3,6,9,7,30,1,10,14,3,20,1,13,12,0,4,4,0,0,0,4,3,17,3,5,0,6,15,3,1,5,2,2,1,2,6,18,4,0,1,2026-06-19 12:57:02
2025-10-17,Friday,Weekday,231,11,10,0,12,25,1,5,4,3,2,3,12,9,2,4,2,3,7,4,2,2,4,6,4,6,7,3,19,2,15,1,3,3,3,18,2,5,6,1,2026-06-19 12:57:02
2025-10-18,Saturday,Weekend,526,31,7,27,12,16,4,15,0,9,0,4,1,23,11,11,18,13,1,11,37,3,9,9,5,33,5,1,32,15,4,3,24,3,6,3,86,15,7,12,2026-06-19 12:57:02
2025-10-19,Sunday,Weekend,315,14,19,10,12,6,2,11,9,18,1,8,7,10,0,11,3,7,5,5,10,23,2,9,2,11,4,4,9,4,2,33,7,7,6,13,3,0,3,5,2026-06-19 12:57:02
2025-10-20,Monday,Weekday,206,3,6,0,9,12,1,2,8,8,14,2,21,6,0,4,5,1,13,9,0,14,4,2,8,7,3,2,5,4,6,5,5,3,3,2,2,7,0,0,2026-06-19 12:57:02
2025-10-21,Tuesday,Weekday,197,3,2,3,3,2,2,0,4,14,2,9,1,0,6,4,2,3,0,16,3,3,15,0,2,2,2,0,24,17,5,4,4,5,9,6,4,1,15,0,2026-06-19 12:57:02
2025-10-22,Wednesday,Weekday,311,16,8,4,3,6,5,7,9,4,5,10,18,17,5,0,0,4,9,6,8,14,0,20,4,0,12,21,11,11,15,5,8,1,1,9,13,4,2,16,2026-06-19 12:57:02
2025-10-23,Thursday,Weekday,148,3,17,10,5,0,2,2,5,2,13,5,2,5,2,0,1,0,8,4,3,3,4,3,7,2,6,7,1,2,9,7,0,1,2,0,1,1,1,2,2026-06-19 12:57:02
2025-10-24,Friday,Weekday,267,9,2,8,7,27,3,3,22,17,13,2,0,2,2,2,3,4,14,11,2,34,12,2,2,2,11,3,0,4,10,2,5,2,4,4,9,5,2,1,2026-06-19 12:57:02
2025-10-25,Saturday,Weekend,371,3,2,3,0,8,3,26,23,4,11,38,7,18,16,31,4,0,1,7,8,5,3,15,6,9,11,7,2,19,1,13,15,7,8,5,23,3,6,0,2026-06-19 12:57:02
2025-10-26,Sunday,Weekend,321,19,17,8,4,2,4,10,7,5,18,2,12,4,0,9,15,5,4,13,17,25,3,7,11,6,5,6,3,2,1,6,2,13,1,2,34,6,2,11,2026-06-19 12:57:02
2025-10-27,Monday,Weekday,197,5,3,9,0,4,6,3,13,1,3,3,5,1,0,15,12,1,4,4,11,4,8,10,4,1,3,9,3,10,10,2,2,4,0,2,2,8,11,1,2026-06-19 12:57:02
2025-10-28,Tuesday,Weekday,210,6,4,7,7,2,2,1,14,4,28,4,6,8,9,1,1,0,9,8,0,1,4,3,4,24,8,1,3,3,2,8,2,3,3,1,4,8,7,0,2026-06-19 12:57:02
2025-10-29,Wednesday,Weekday,240,6,5,9,7,23,0,3,11,12,2,6,1,13,8,1,7,4,1,15,2,4,5,10,1,6,0,9,1,8,5,0,1,1,11,4,25,0,0,13,2026-06-19 12:57:02
